Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
6760,"청난아.",건강,dysphoria,dysphoria,823,5
6761,"난 좋은 아빠는 못될거야. 해본적도 없고, 하고 싶었던 적도 없고. 그래서 니가 생각한만큼은 못해. 당장 아빠노릇 하는것도 어색하고. 그래도, 그냥 나 있는대로 할테니까 그렇게 받아주라.",건강,dysphoria,dysphoria,823,6
6762,"시간이 지나면 잘할지 누가 아냐? 기다려 줄수 있지?",건강,dysphoria,dysphoria,823,7
6763,"애 옷도 좀 사입히고 먹을것도 해줘. 저게 뭐냐? 빼짝 말라서.",건강,dysphoria,dysphoria,823,8
6764,"어디가?",청난,dysphoria,dysphoria,823,9
6765,"찜질방. 요즘 바쁘다.",건강,dysphoria,dysphoria,823,10
6766,"샤워해도 잠이 안깨네.",이상,dysphoria,dysphoria,824,0
6767,"내가 미쳤지. 그땐 왜 그말을 그냥 흘려 들었을까.",어영,dysphoria,dysphoria,824,1
6768,"뭐?",이상,neutral,neutral,824,2
6769,"자기한텐 국가가 일번이라는 말. 진짜로 그럴줄 누가 알았어.",어영,dysphoria,dysphoria,824,3
6770,"진짜로 안믿은 자기 탓이지.",이상,dysphoria,dysphoria,824,4
6771,"내가 속은게 한두개야? 맘껏 뛰놀 가슴 있어? 잔디도 심고 나무도 심었어? 웃겨.",어영,dysphoria,dysphoria,824,5
6772,"심었어. 보여줘?",이상,euphoria,euphoria,824,6
6773,"뛰놀지도 않았는데 잔디 다 뭉개졌더라. 입만 까졌을때 알아봤어야 했는데. 누굴 탓해? 내 귀 얇은걸 탓해야지. 무조건 나만 믿어. 나만 믿고 따라와. 어떻게 그런말에 홀랑 넘어갔는지, 미쳤어.",어영,dysphoria,dysphoria,824,7
6774,"물러라 물러.",이상,euphoria,euphoria,824,8
6775,"물를수만 있다면 물르고 싶다.",어영,dysphoria,dysphoria,824,9
6776,"그렇게 억울해? 억울해 하지마. 본전 생각 안나게 해줄게.",이상,dysphoria,dysphoria,824,10
6777,"봐. 또 입만 까졌지.",어영,dysphoria,dysphoria,824,11
6778,"진짜야. 근데 자기 너무한건 알고있지? 신혼인데 옆에도 못오게 하고 말야. 나니까 참지, 딴놈같으면 벌써,",이상,dysphoria,dysphoria,824,12
6779,"벌써 뭐? 우리 둘이 결론이 안났으니 그렇지.",어영,dysphoria,dysphoria,824,13
6780,"자기야. 내가 딴건 다 자기 하자는대로 다 할게. 애기문제만 내말대로 하자.",이상,dysphoria,dysphoria,824,14
6781,"내 말은 애기를 안낳겠다는게 아니라 시간을 달라는거야. 무턱대고 낳놓기만 하면 누가 키워줘? 이것저것 준비가 돼야 애를 낳든말든 하지.",어영,dysphoria,dysphoria,824,15
6782,"얼마나 기다리면 돼?",이상,dysphoria,dysphoria,824,16
6783,"최소한 3년.",어영,dysphoria,dysphoria,824,17
6784,"뭐? 그렇게는 못기다려. 어떻게 삼년씩이나. 자긴 우리 둘의 애기가 보고 싶지 않아?",이상,dysphoria,dysphoria,824,18
6785,"그런 현실감 떨어지는 얘기 하지도 마. 보고싶은게 문제가 아니라 애기가 생겼을때 일어날 파급효과를 생각해야지. 내가 하는일 어느정도 자리잡고 육아에만 전념할려면 최소한 3년은 필요해.",어영,dysphoria,dysphoria,824,19
6786,"안돼. 1년.",이상,dysphoria,dysphoria,824,20
6787,"그럼 2년반.",어영,dysphoria,dysphoria,824,21
6788,"아니. 1년.",이상,dysphoria,dysphoria,824,22
6789,"좋아 2년. 나도 최대한 노력해볼게. 더이상은 양보 못해.",어영,dysphoria,dysphoria,824,23
6790,"알았어.",이상,dysphoria,dysphoria,824,24
6791,"약속했다? 근데 자기혼자 결정해도 돼?",어영,euphoria,euphoria,824,25
6792,"자기랑 둘이 했잖아.",이상,euphoria,euphoria,824,26
6793,"말고, 어머니랑 의논 안해도 되냐고? 마마보이가 나중에 혼나면 어쩔려고.",어영,dysphoria,dysphoria,824,27
6794,"으응?",이상,dysphoria,dysphoria,824,28
6795,"마마보인 아니다 뭐. 물어봐. 울엄만 나만 보면 자식 키워봤자 아무소용 없다고 난리신데 내가 어떻게 마마보이냐? 아 존심상해.",이상,dysphoria,dysphoria,824,29
6796,"거봐. 지금도 울엄마 울엄마. 이상이는 마마보이래요. 찌질한 마마보이. 메롱.",어영,euphoria,euphoria,824,30
6797,"요게.",이상,euphoria,euphoria,824,31
6798,"자기 늦겠어. 나도 늦고,",어영,euphoria,euphoria,824,32
6799,"오늘 딱 하루만 국가를 배신하겠어.",이상,euphoria,euphoria,824,33
6800,"세상에, 그게 정말이야?",우미,euphoria,euphoria,825,0
6801,"그래. 나도 아직 멍하다.",현찰,neutral,neutral,825,1
6802,"어떻게 그런일이 있어? 나 모르는 새에 별일이 다 있었네. 아주버님 어떡해? 형님은 또 어떡하고.",우미,dysphoria,dysphoria,825,2
6803,"형이 큰일이지 막말로 형수가 큰일날게 뭐있어? 난 여자들 무섭다. 어떻게 그런식으로 속이냐? 이거 막말로 사기잖아.",현찰,dysphoria,dysphoria,825,3
6804,"무슨 사정인지 모르겠지만 오죽하면 그랬겠어. 자식까지 숨겨놓고.",우미,dysphoria,dysphoria,825,4
6805,"나좀 그렇게 이해해봐라. 남한텐 그렇게 넓으면서 그저 나한테만 난리지.",현찰,dysphoria,dysphoria,825,5
6806,"당신도 그러잖아. 원래 가까운 사람한테 더 야박한 법이래. 그래도 아주버님이 그렇게 하기로 결정했으면 얘긴 끝난거네.",우미,dysphoria,dysphoria,825,6
6807,"아직 끝난건 아니지. 형 혼자 결정한거니까 식구들 의견도 물어봐야지. 형 장래를 생각해서.",현찰,dysphoria,dysphoria,825,7
6808,"다 큰 어른이 자기가 결정하면 한거지, 무슨.",우미,dysphoria,dysphoria,825,8
6809,"그래도. 이건 단순히 숨겨둔 자식이 있는 문제가 아니지. 배신이지 배신. 부부간에 젤 중요한 믿음이 깨졌는데.",현찰,dysphoria,dysphoria,825,9
6810,"난 아주버님이 그런 결정한게 신기해. 남의 자식 키우기 쉬운거 아닌데 어쩔려고 저러는지. 그럼 진작에 깨우지.",우미,dysphoria,dysphoria,825,10
6811,"진작에 깨우지? 내가 입이 써서 말하기도 싫다.",현찰,dysphoria,dysphoria,825,11
6812,"왜, 내가 뭐 어쨌는데?",우미,dysphoria,dysphoria,825,12
6813,"나중에 고대로 해줄테니 기대해. 늦었다.",현찰,dysphoria,dysphoria,825,13
6814,"어쨌는데?",우미,dysphoria,dysphoria,825,14
6815,"동서, 내가 밥했다. 잘됐나 모르겠지만.",청난,dysphoria,dysphoria,826,0
6816,"좀 질긴한데 그런대로 됐네요.",우미,neutral,neutral,826,1
6817,"그런대로 밥꼬라지는 나지? 국은 이거 삼분요리 끓였어.",청난,euphoria,euphoria,826,2
6818,"잘하셨어요. 삼분짜리도 먹고 살아야죠.",우미,euphoria,euphoria,826,3
6819,"동서, 동서도 대강 얘기 들었지?",청난,euphoria,euphoria,826,4
6820,"예. 정말 뭐라고 할말이 없네요. 그런 큰일을 어떻게 감추고 결혼까지 해요? 미리 말하고 허락을 받았어야죠. 누가봐도 이건 형님 잘못이에요.",우미,dysphoria,dysphoria,826,5
6821,"알아.",청난,dysphoria,dysphoria,826,6
6822,"저도 애키우는 입장이라 뭐라 말도 못하겠고, 좀 그렇네요. 어쩌다 이렇게 일부터 저지르셨어요? 겁도 없이.",우미,dysphoria,dysphoria,826,7
6823,"원래 내가 일 저지르는데 선수잖아. 동서 힘들때 나도 동서편 들어줬으니 동서도 내편 들어줘야지. 안그래 동서?",청난,dysphoria,dysphoria,826,8
6824,"종남아, 우선 이거 먹고 밥은 담에 먹자. 저녁에 엄마가 데릴러 올께.",청난,euphoria,euphoria,827,0
6825,"그럼 나 오늘부터 여기서 안자도 돼?",종남,euphoria,euphoria,827,1
6826,"그럼 엄마아빠 있는 집에 가서 자야지. 얼른 가.",청난,euphoria,euphoria,827,2
6827,"엄마 사랑해. 아빠 사랑해.",종남,euphoria,euphoria,827,3
6828,"제수씨. 엄마 뭐좀 드셨어요?",건강,neutral,neutral,828,0
6829,"죽 몇숟갈만 뜨시고 아무것도 안드셨어요.",우미,dysphoria,dysphoria,828,1
6830,"어디 갔다와?",현찰,neutral,neutral,829,0
6831,"엄마한테.",건강,dysphoria,dysphoria,829,1
6832,"나랑 잠깐 얘기좀 해.",현찰,dysphoria,dysphoria,829,2
6833,"엄마랑 같은 얘기 할거면 하지마라.",건강,dysphoria,dysphoria,829,3
6834,"밥 못먹었지? 가. 밥이라도 먹게.",현찰,dysphoria,dysphoria,829,4
6835,"소주 한잔 할래?",현찰,dysphoria,dysphoria,830,0
6836,"됐다.",건강,dysphoria,dysphoria,830,1
6837,"밥 말아.",현찰,dysphoria,dysphoria,830,2
6838,"왜?",현찰,dysphoria,dysphoria,830,3
6839,"안 넘어간다. 엄마 저렇지, 느이형수 저렇지, 나혼자 목구멍에 넘어가냐?",건강,dysphoria,dysphoria,830,4
6840,"형은 암말 말고 형 편 들어달라 하지만, 우린 가족이야. 할말은 해야겠어. 솔직히, 형이 이렇게까지 할 필요없잖아.",현찰,dysphoria,dysphoria,830,5
6841,"해야지. 결혼했는데.",건강,dysphoria,dysphoria,830,6
6842,"엄밀히 따지면 사기 결혼이지. 사기결혼은 이혼사유도 돼. 거기 얽매여서 억지로 희생할 필요없어. 첨부터 알고 받아들인거랑 차원이 달라. 속았잖아.",현찰,dysphoria,dysphoria,830,7
6843,"형, 남의 자식 키우는거 말처럼 쉬운거 아냐. 나도 내자식 귀찮고 싫을때 많아. 내자식처럼 키울 자신은 있어?",현찰,dysphoria,dysphoria,830,8
6844,"자신은 없지만 해봐야지. 아니 해야지. 애한테 좋은아빠 만들어주고 싶었대잖아. 날 뭘 보고 그런 생각했는지 느이형수도 딱한 사람이지만, 그래도 그렇게 믿는 사람한테 어떻게 못한다 하냐?",건강,dysphoria,dysphoria,830,9
6845,"답답하네. 애아빠를 만들어준다고 만들어지는거야? 같이 낳서 키워야 애아빠지. 참나. 아무나 애아빠 해주세요 해? 형수는 딱한 사람이라 그런 생각할수 있다쳐도 형은 제대로 생각해야지.",현찰,dysphoria,dysphoria,830,10
6846,"그럼 어떡하냐? 이제와서 저사람 버리냐? 그래도 지새끼 데리고 살겠다고, 살아보겠다고, 내 그늘, 내 품, 내 날개밑으로 기어든 사람인데 어떻게 매정하게 버려? 나 못한다.",건강,dysphoria,dysphoria,830,11
6847,"형 인생도 있잖아. 이렇게 발목잡힐 필요없어. 좀만 냉정하게 생각해봐.",현찰,dysphoria,dysphoria,830,12
6848,"니말대로 여기서 끝내버리면 지금 당장은 편할지 모르지만 나 발뻗고 못잔다. 애까지 딸린 사람 내보내놓고 히덕거리면서 살 자신 없다. 이기적이고 나밖에 모르는 내가...이런 내마음 너라도 이해해주라.",건강,dysphoria,dysphoria,830,13
6849,"형, 미련 없겠어? 후회 안할 자신있어? 형은 자선사업가가 아니야. 부부는 그렇게 사는것도 아니고.",현찰,dysphoria,dysphoria,830,14
6850,"모르겠다. 언젠가 후회할지도 모르지. 사람은 늘 가지않은 길에 대한 미련이 남는 법이니까. 현찰아, 그냥 응원해주라. 출발하는 놈 딴지걸어 넘어뜨리지 말고, 그냥 말없이, 알지? 더 바란다면 느이형수한테 내색말고. 불쌍한 사람이다.",건강,dysphoria,dysphoria,830,15
6851,"대화 안되네. 여기요, 소주 한병 주세요.",현찰,dysphoria,dysphoria,830,16
6852,"이 정도면 괜찮어유. 딴건 이사날짜 안맞아서 되지도 않구유.",솔이,neutral,neutral,831,0
6853,"마음 같아선 좋은집 해주고 싶은데 내맘이 좀 그러네.",범인,dysphoria,dysphoria,831,1
6854,"그럴거 없시유. 바로 짐옮기면 되겄네유.",솔이,euphoria,euphoria,831,2
6855,"그래 그럼.",범인,euphoria,euphoria,831,3
6856,"오빠 요새 나한테 반말 하는거 알어유?",솔이,euphoria,euphoria,831,4
6857,"내가?",범인,euphoria,euphoria,831,5
6858,"오빠가 말 놓니께 웬지 가까워진거 같고 기분도 좋네유. 호호호 그러거나 말거나.",솔이,euphoria,euphoria,831,6
6859,"아줌마 이사 했어요?",어영,euphoria,euphoria,832,0
6860,"응. 바로 짐 옮겼다. 마땅한 집이 없어서 반지하 셋방으로 했는데 그것도 고마워하는거 보니 사람이 볼수록 괜찮은거 같애.",범인,euphoria,euphoria,832,1
6861,"볼수록 괜찮아요?",어영,euphoria,euphoria,832,2
6862,"응? 응 뭐. 아줌마한테 너무 야박하게 그러지 말어.",범인,euphoria,euphoria,832,3
6863,"저보고 야박하다는 사람 없어요. 사람 봐가면서 하죠. 아부진 요새 별나게 아줌마 편을 드시네요? 제가 섭섭할 정도로.",어영,dysphoria,dysphoria,832,4
6864,"나 그런거 없다. 그럴리가 있냐. 원석수입을 늘렸구나?",범인,euphoria,euphoria,832,5
6865,"예. 지난번에도 미리 금을 사둔덕에 이익이 봤잖아요. 이번에도 원석을 미리 확보해두면 좋을거 같아서요. 바이어하고 얘기중이에요.",어영,euphoria,euphoria,832,6
6866,"알아서 해라. 아까 공장장 얘기가 사실이냐?",범인,euphoria,euphoria,832,7
6867,"예. 저도 인터넷 검색해봤는데 상대사에서 우리가 홈쇼핑에 잘나가니까 모함하고 음해하느라 그런거 같애요.",어영,dysphoria,dysphoria,832,8
6868,"그럼 법적 조취를 취해야지.",범인,dysphoria,dysphoria,832,9
6869,"뭘 걱정이세요? 경찰 남편 있는데. 걱정마세요. 어영부영 안봐주고 확실하게 할게요.",어영,euphoria,euphoria,832,10
6870,"들와.",솔이,euphoria,euphoria,833,0
6871,"아담하네, 창문도 있고.",우미,euphoria,euphoria,833,1
6872,"잉. 술꾼들이 지나가다 오줌 싸서 그렇지 괜찮여. 왜 술꾼들은 하필 남의 창문에다 대고 그런짓거릴 하는지. 걸리기만 혀. 아주 그냥,",솔이,euphoria,euphoria,833,2
6873,"아주 그냥 뭐.",우미,euphoria,euphoria,833,3
6874,"모르셔도 됩니다. 작살을 내야지. 오호호.. 근디 이 나이에 내집 놔두고 셋방살이가 웬말이여? 이럴바엔 차라리 팔아서 확 써버리는게,",솔이,euphoria,euphoria,833,4
6875,"확 써버리는거 좋아해. 내가 혀깨물고 죽는 한이 있어도 그집만은 안돼. 엄마 노후대책으로 해논거야. 근데 내가 여기서 웃고 있을때가 아닌데.",우미,dysphoria,dysphoria,833,5
6876,"왜, 먼일 있어?",솔이,neutral,neutral,833,6
6877,"그려? 느그 시어머니 아주 깨소금맛이다. 큰며느리 잘얻었다고 자랑질에 입에 침이 마르더니, 당장 쫓아가서 약을 바짝 올려놔야지.",솔이,dysphoria,dysphoria,833,7
6878,"안돼 엄마.",우미,dysphoria,dysphoria,833,8
6879,"뭣을? 먼일 있냐니께?",솔이,dysphoria,dysphoria,833,9
6880,"없어. 그냥, 새끼 데리고 팔자 고치는 사람들보면 남의 일 같지 않아서.",우미,dysphoria,dysphoria,833,10
6881,"왜, 새끼 데리고 팔자 고칠라고?",솔이,dysphoria,dysphoria,833,11
6882,"미쳤어? 이혼해도 팔자는 안고쳐. 새끼들 데리고 혼자살지. 그냥 엄마 생각나서.",우미,dysphoria,dysphoria,833,12
6883,"형님.",우미,neutral,neutral,834,0
6884,"자식데리고 팔자 고치는거 아무나 하는거 아니래요. 이눈치 저눈치 다봐야 되고, 이겨낼려면 결심 단단히 하세요.",우미,dysphoria,dysphoria,835,0
6885,"나도 잘하고 싶은데, 어떻게 해야 되는지 몰라. 보고 배운게 있어야지. 그냥 애교떨고 돈으로 메꾸고, 그러면 된다고 생각했어. 좋은 가정교육 받아본적 없어서 어떻게 하는지도 몰라.",청난,dysphoria,dysphoria,835,1
6886,"세상살이 다 마찬가지에요. 첨부터 잘하는 사람없어요. 못배우고 살았어도 하나하나 살면서 배우는거죠. 누군 좋은 가정에서 자랐나요? 형님, 울지 마세요. 애를 봐서라도. 애한테 좋은 아빠 만들어주고 싶었다면서 눈치채게 할거에요?",우미,dysphoria,dysphoria,835,2
6887,"아니. 우리 종남인 친아빤줄 알아.",청난,dysphoria,dysphoria,835,3
6888,"그러니까요. 그리구 애는 다 컸으니 우리방으로 보내세요.",우미,dysphoria,dysphoria,835,4
6889,"그래도 돼?",청난,euphoria,euphoria,835,5
6890,"아주버님 원래 애 싫어해요. 조카들도 안이뻐하는데 하루아침에 아빠 노릇 하기 쉽겠어요? 어머니한테도 아주버님한테도 자꾸 정을 붙이게 하세요. 형님 성격 밝고 좋잖아요. 그걸 살려서 하시면 어머니도 덮으실날 올거에요.",우미,dysphoria,dysphoria,835,6
6891,"쌩까고 잘하란 말이지? 나 그거 잘해. 얼굴에 철판 깔고 쌩까고 모른척하고 하지 뭐. 그치? 아자. 엄청난 파이팅.",청난,euphoria,euphoria,835,7
6892,"다녀 오셨어요 아부지?",건강,dysphoria,dysphoria,836,0
6893,"그래. 밤새 안녕했냐?",순경,dysphoria,dysphoria,836,1
6894,"예 뭐..",건강,dysphoria,dysphoria,836,2
6895,"밤새 안녕이란 말을 우리집에서 써먹게 될줄 누가 알았냐? 나한테 뭐 할말있냐?",순경,dysphoria,dysphoria,836,3
6896,"예 아부지.",건강,dysphoria,dysphoria,836,4
6897,"참, 종남아 그거 해봐. 아빠한테 보여줄려고 연습한거.",청난,euphoria,euphoria,837,0
6898,"어젯밤에 우리 아빠가 다정하신 모습으로...",종남,euphoria,euphoria,837,1
6899,"어머, 어머 잘한다. 오빠, 너무 잘하지? 그치?",청난,euphoria,euphoria,837,2
6900,"으응. 잘한다. 이러다 늦겠다. 갔다올게.",건강,euphoria,euphoria,837,3
6901,"종남아 인사. 아빠, 안녕히 다녀오세요.",청난,euphoria,euphoria,837,4
6902,"아빠 안녕히 다녀오세요.",종남,euphoria,euphoria,837,5
6903,"그래.",건강,euphoria,euphoria,837,6
6904,"아빠 빠이빠이.",청난,euphoria,euphoria,838,0
6905,"아빠 빠이빠이.",종남,euphoria,euphoria,838,1
6906,"어.",건강,euphoria,euphoria,838,2
6907,"너 왜 그래? 무슨 일이야?",어영,dysphoria,dysphoria,839,0
6908,"아부지 전과자라며. 그것도 온갖 무서운 죄 다 지은 전과자라며?",부영,dysphoria,dysphoria,839,1
6909,"일단 앉어. 앉아서 얘기하자.",어영,dysphoria,dysphoria,839,2
6910,"싫어. 얘기하고 싶지 않아. 난 아부지가 그런 사람인줄 몰랐어. 아부지한테 실망했어.",부영,dysphoria,dysphoria,839,3
6911,"뭐?",어영,dysphoria,dysphoria,839,4
6912,"아부지가 챙피해. 그런 아부지 밑에서 태어난게 후회스러워.",부영,dysphoria,dysphoria,839,5
6913,"어떻게 그런식으로 막말을 하니? 아부지가 챙피해? 실망했어? 니가 뭘 알아?",어영,dysphoria,dysphoria,839,6
6914,"부영아.",어영,dysphoria,dysphoria,839,7
6915,"넌 내말이 말같지가 않냐? 애들 먹을거나 사다주고 살살 꼬신다고 넘어갈줄 알어? 근데 아주 죽치고 들어 앉을라고 작정을 했냐?",과자,dysphoria,dysphoria,840,0
6916,"어머니..",청난,dysphoria,dysphoria,840,1
6917,"내아들이 눈이 뼈서 너한테 넘어갔다 치자. 이제 어쩔건데? 니자식 내아들 호적에 올릴거냐?",과자,dysphoria,dysphoria,840,2
6918,"오빠가 올리자고 했어요.",청난,dysphoria,dysphoria,840,3
6919,"딸이라면 키워 시집보내면 그만이다 치자. 사내앤데 그애가 건강이 대를 잇는다는게 말이 되냐?",과자,dysphoria,dysphoria,840,4
6920,"어머니, 이번 한번만 봐주시면 어머니를 평생 빚쟁이 모시듯이 모시고 살께요.",청난,dysphoria,dysphoria,840,5
6921,"난 니말 안믿는다. 눈하나 깜짝않고 사람 뒷통수를 쳤음 됐지 더는 안돼.",과자,dysphoria,dysphoria,840,6
6922,"너 이여댄가 어딘가 나왔다며. 졸업장 갖구 와봐라. 그것도 뻥이지?",과자,dysphoria,dysphoria,840,7
6923,"뻥은 맞는데, 어머니 잘못했습니다. 나가란 말만 하지 마세요.",청난,dysphoria,dysphoria,840,8
6924,"참 뻔뻔하다. 존말할때 짐싸서 나가. 험할 꼴 보기전에.",과자,dysphoria,dysphoria,840,9
6925,"아부지..",어영,dysphoria,dysphoria,841,0
6926,"너무 걱정하지말자. 설마 나쁜 생각이야 하겠냐?",범인,dysphoria,dysphoria,841,1
6927,"예.",어영,dysphoria,dysphoria,841,2
6928,"그래도 혹시 모르니 경찰에 신고할까?",범인,dysphoria,dysphoria,841,3
6929,"하루만 더 기다려 봐요. 친구네 집에라도 갔을거에요. 추워요. 들어가세요 아부지.",어영,dysphoria,dysphoria,841,4
6930,"야, 주부영. 너 정말 이럴래? 제발 전화받아. 너 왜 이렇게 속을 썩이니? 아부지랑 나랑 얼마나 찾아다닌줄 알아? 기집애가 아주 못됐어. 너 딴생각 하지마. 엉뚱한 생각했다간 죽을줄 알아.",어영,dysphoria,dysphoria,842,0
6931,"니들 빨리 안와? 안 잊어버리게 잘 따라와. 종남이도 잘 따라오고.",우미,dysphoria,dysphoria,843,0
6932,"쟤는 뭐하러 달고 와?",과자,dysphoria,dysphoria,843,1
6933,"그러지 마세요. 애들 눈치 빠삭해요",우미,dysphoria,dysphoria,843,2
6934,"빠삭하든가 말든가. 넌 속도 좋다. 어떻게 남의 자식을 달고 댕기냐?",과자,dysphoria,dysphoria,843,3
6935,"애들끼리 잘 어울리는데 놔두죠 뭐. 어머니 이제 뭐 살까요?",우미,dysphoria,dysphoria,843,4
6936,"왜 안온다니? 내말 제대로 전달은 했냐?",과자,dysphoria,dysphoria,844,0
6937,"예. 올거에요.",우미,neutral,neutral,844,1
6938,"전화 넣봐라. 시댁을 얼마나 우습게 알면 코빼기도 안비쳐? 시집와서 처음 맞는 설날인데 막내가 돼갖고 제까닥 와야지. 너도 물러터져서 그러지말고 군기 잘 잡어.",과자,dysphoria,dysphoria,844,2
6939,"예.",우미,neutral,neutral,844,3
6940,"미안해서 어쩐대. 이렇게 한다고 해도 나 보험 못들어줘. 딴데 다 들어놨어.",주인,dysphoria,dysphoria,845,0
6941,"안들어줘도 괜찮아요.",청난,dysphoria,dysphoria,845,1
6942,"안들을걸 뭐하러 해? 미안하게.",주인,dysphoria,dysphoria,845,2
6943,"미안하면 하나 들어주시던가요",청난,dysphoria,dysphoria,845,3
6944,"아줌마 여기 김치좀 더 주세요.",손님,neutral,neutral,845,4
6945,"예. 금방 갖다 드릴께요.",청난,euphoria,euphoria,845,5
6946,"안받네요. 원래 명절때되면 보험일이 더 바쁘대요.",우미,dysphoria,dysphoria,846,0
6947,"누가 걔한테 하래? 걔가 왜 우리집 명절에 껴?",과자,dysphoria,dysphoria,846,1
6948,"그래도 어머니, 어쨌든 아주버님하고 사는 사람인데 어머니가 한번만 접어주시면,",우미,dysphoria,dysphoria,846,2
6949,"접긴 뭘 접어. 종이배야, 종이비행기야? 셋째 당장 오라 그래.",과자,dysphoria,dysphoria,846,3
6950,"예.",우미,dysphoria,dysphoria,846,4
6951,"부침개는 사왔으니 생선만 찌고 나물 좀 무치면 되겠다. 너 빨리 시댁에 가봐야지.",범인,euphoria,euphoria,847,0
6952,"좀 늦게 가겠다고 말씀 드렸어요.",어영,dysphoria,dysphoria,847,1
6953,"그래도 그런게 아니다. 니가 이러고 있으니까 내가 불안해. 그래도 결혼하고 첫 명절인데 며느리가 돼갖고 가봐야지.",범인,dysphoria,dysphoria,847,2
6954,"거기 일잘하는 형님도 있고 제가 가봤자 도움도 안돼요.",어영,dysphoria,dysphoria,847,3
6955,"일은 못해도 얼굴이라도 비치고 하는척이라도 해야지. 그래야 서로 맘 안상한다.",범인,dysphoria,dysphoria,847,4
6956,"이거만 해놓고 갈께요.",어영,dysphoria,dysphoria,847,5
6957,"대문이 열렸네요.",이상,neutral,neutral,847,6
6958,"비상이라며?",범인,dysphoria,dysphoria,847,7
6959,"예. 아직 안갔어?",이상,neutral,neutral,847,8
6960,"잠깐만.",어영,neutral,neutral,847,9
6961,"그, 그걸 어떻게 알았대요?",마탄,dysphoria,dysphoria,848,0
6962,"그날 우리둘이 얘기 하는걸 들었나봐. 예절 교육원에서 너 만날려고 외출 나왔다는데, 그때 들었나봐. 너한테 아무 연락 없었냐?",이상,dysphoria,dysphoria,848,1
6963,"저도 비상이라 통화 못했어요. 참, 아까 문자가 오긴 했는데",마탄,dysphoria,dysphoria,848,2
6964,"오빠 어디에요?",부영,dysphoria,dysphoria,848,3
6965,"뭐라고?",이상,dysphoria,dysphoria,848,4
6966,"어디냐구요. 통화하고 싶었나본데, 어떡하죠? 꺼놨어요.",마탄,dysphoria,dysphoria,848,5
6967,"어디갔지? 빨리 찾아야 될텐데. 여긴 여기대로 비상, 우리집은 우리집대로 비상, 난리다.",이상,dysphoria,dysphoria,848,6
6968,"선배님, 부탁 있습니다. 저 지금 서울역 나가봐야 되는데 대신 나가주십시오. 부탁드립니다. 저 징계 각오하고 가겠습니다. 죄송합니다.",마탄,dysphoria,dysphoria,848,7
6969,"백마탄.",이상,dysphoria,dysphoria,848,8
6970,"뭐에요?",여자,dysphoria,dysphoria,849,0
6971,"죄송합니다 죄송합니다.",마탄,dysphoria,dysphoria,849,1
6972,"아부지.",태백,neutral,neutral,850,0
6973,"쉿. 서장님.",서장,euphoria,euphoria,850,1
6974,"서장님 너무 열심히 하시는거 아네요? 명절까지. 아부지 또 안들오신다고 엄마 입 나오셧어요.",태백,euphoria,euphoria,850,2
6975,"몇십년 살았으면 명절날 못들어가는거 외우고도 남겠다. 우리 경찰들 명절이면 정신 못차린다. 사건 사고에 아유.",서장,dysphoria,dysphoria,850,3
6976,"능력 좋은 아랫사람 시키고 아부진 들오시면 안돼요?",태백,dysphoria,dysphoria,850,4
6977,"능력좋은 아랫사람 누구? 김이상 경감? 벌써 서울역에 특별 단속나갔다. 너 나보러 온게 아니라 김팀장 보러 왔냐? 유부남이다.",서장,dysphoria,dysphoria,850,5
6978,"무슨 말씀을 그렇게 야심차게 하십니까? 저 유부남 관심없어요.",태백,dysphoria,dysphoria,850,6
6979,"아부지.",이상,neutral,neutral,851,0
6980,"명절 특별단속 나간다며?",순경,neutral,neutral,851,1
6981,"예.",이상,neutral,neutral,851,2
6982,"우리도 지금 비상이다. 이 좋은 명절에 왜들 이러는지. 차례지내기도 전에 술들 퍼먹고 난리들이다. 친척들 친구들 오랜만에 모이면 반갑고 좋아야지, 왜들 쌈박질인지.",순경,dysphoria,dysphoria,851,3
6983,"우리집도 그런데요 뭐.",이상,dysphoria,dysphoria,851,4
6984,"우리 민족이 한맺힌 민족이라 그래. 모이면 그동안 맺힌 한들 풀어야 되니까.",구대,dysphoria,dysphoria,851,5
6985,"여긴 경찰서보다 더 바쁘네요.",이상,dysphoria,dysphoria,851,6
6986,"명절이면 젤 바쁜데가 지구대야. 여기서 대충 걸러서 정 안되면 경찰서 보내지. 김경감도 추운데 고생 많네.",구대,dysphoria,dysphoria,851,7
6987,"예. 아부지도 일찍 못들어가시겠네요.",이상,dysphoria,dysphoria,851,8
6988,"낼 아침에 차례 지낼때야 들어가겠지.",순경,dysphoria,dysphoria,851,9
6989,"저도 잘해야 그때나 들어갈거 같애요. 명절엔 잠깐 오세요.",이상,dysphoria,dysphoria,851,10
6990,"들를게. 수고해.",구대,euphoria,euphoria,851,11
6991,"그럼 수고하십시요. 갑니다.",이상,euphoria,euphoria,851,12
6992,"명절이면 더 바쁜거 몰라? 경찰 마누라 그만큼 했으면 알때도 됐겠다. 전화도 하지마. 공무중이야. 장인장모님한테는 나중에 따로 찾아뵌다고 말씀드려. 애들 데리고 처가집에 가있어. 아예 과부라고 해. 남편없다고. 넌 장가가지 마라.",치장,dysphoria,dysphoria,852,0
6993,"왜 엄한 총각 장가도 못가게 하세요? 전 기필코 갈겁니다. 우리 검사님 같은 여자만 나타나면 무조건 할겁니다.",범용,dysphoria,dysphoria,852,1
